logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
ZNF549	-1.32960853160924	-1.50194341472129	-1.1572736484972	2.78610191972864	-15.2136141934969	3.05568408051156e-35	1.94834583815345e-33	69.4534107971079
SKAP1	-3.00763669528151	-3.39802583594381	-2.61724755461922	5.83234634838191	-15.191807398684	3.56627835374983e-35	2.26106077320794e-33	69.2998732378984
GATA2	-2.88828736195938	-3.26330247986269	-2.51327224405608	3.24664019056281	-15.1870500317373	3.68855501006288e-35	2.32544743387223e-33	69.2663751947616
NFATC2	-2.81096015536134	-3.17616336237132	-2.44575694835137	5.94265377355779	-15.1775581846422	3.94519948190761e-35	2.47335355228867e-33	69.1995378085241
PYHIN1	-2.30344643922409	-2.6029578887398	-2.00393498970838	3.54377808239196	-15.1651422639133	4.30807391892767e-35	2.68584475101146e-33	69.112105491384
SDAD1	-1.806588210486	-2.04151884759261	-1.57165757337938	5.52360362688945	-15.1635649127709	4.35650433545353e-35	2.70103268798119e-33	69.1009974653862
DCTD	-1.96120937660084	-2.21649879564156	-1.70591995756011	5.1769597098593	-15.1486155992287	4.84343297539721e-35	2.986428837907e-33	68.9957169856287
HK3	2.53106574705322	2.20021297661206	2.86191851749437	8.60690772009045	15.0851783923204	7.59374788344012e-35	4.6566687840418e-33	68.5488742881345
LPIN1	-2.4514559695056	-2.77206535484395	-2.13084658416726	4.60206219629146	-15.0775113906824	8.01797171581622e-35	4.89009122798313e-33	68.4948597642634
ID3	-1.68641698683053	-1.90705081132705	-1.46578316233401	3.94485314430653	-15.0721314925444	8.32972951716855e-35	5.03379730491994e-33	68.4569568676677
DDX24	-2.08673986944958	-2.35975207235535	-1.81372766654381	5.7510662340804	-15.0719017349556	8.34331045014355e-35	5.03379730491994e-33	68.4553381394735
HP	5.295917250007	4.60291529844193	5.98891920157208	7.76353985239698	15.0691422418635	8.5081652230046e-35	5.08558178040646e-33	68.435896341896
HLA-DMB	-3.03204883496078	-3.42881534046916	-2.63528232945241	7.08599644105528	-15.0689498948995	8.51977699800762e-35	5.08558178040646e-33	68.4345411667112
WHAMM	-1.27676335315546	-1.4438608429669	-1.10966586334403	4.45524107960301	-15.0668436732992	8.64796955985744e-35	5.13478912173122e-33	68.4197017613395
NCL	-2.08694512753361	-2.36021207354702	-1.81367818152021	7.8133766528794	-15.0593326423609	9.12103747072412e-35	5.3871727629719e-33	68.36678153235
PARP1	-2.07128321189916	-2.34261596977308	-1.79995045402524	4.61125566264824	-15.0528611447645	9.54934884745059e-35	5.61061742230841e-33	68.3211840322092
PCCA	-1.06742686111484	-1.20736422649625	-0.927489495733443	2.87735328074372	-15.0413297940716	1.03630361567211e-34	6.05697873701685e-33	68.2399319679177
GLOD4	-1.38100210442297	-1.56218787696934	-1.1998163318766	3.61976118947236	-15.0297600701398	1.12491667358058e-34	6.54083674140997e-33	68.1584052252383
TCF7	-4.17835302908684	-4.72663585031405	-3.63007020785962	6.83646847257789	-15.0273461850215	1.14433996424896e-34	6.6194758138154e-33	68.1413951032294
RNASEN	-1.54865732470028	-1.75232846561032	-1.34498618379024	3.26244171730151	-14.9936591623268	1.45317803555036e-34	8.36285328971594e-33	67.9039909000138
EOMES	-3.36807517137115	-3.81140077107715	-2.92474957166515	4.86486547453769	-14.9809986563182	1.58971813503055e-34	9.10194740373105e-33	67.8147588208227
HLA-DPA1	-2.83330159227451	-3.20631328155627	-2.46028990299275	9.9043318470603	-14.977942650041	1.6245557889674e-34	9.25419546385392e-33	67.793219156345
ZNF512	-1.25456453834594	-1.41983499663473	-1.08929408005715	5.90779479707538	-14.9685445970522	1.73655114312007e-34	9.84221056974418e-33	67.7269770446369
ELAC2	-1.61998849021289	-1.83352803724681	-1.40644894317896	5.3870178261206	-14.9594425841189	1.85237806640468e-34	1.04459229453233e-32	67.6628190445099
NOB1	-1.86531199473249	-2.11128282389283	-1.61934116557216	4.71810610441206	-14.9537349011268	1.9289224964778e-34	1.0823184127737e-32	67.6225856398468
UBE2F	2.04268999196919	1.77298740891322	2.31239257502515	7.29000258441709	14.9347911804525	2.20639216408461e-34	1.22991307709821e-32	67.4890446603554
GAR1	-1.53645868059384	-1.73932849421213	-1.33358886697555	3.65656390747739	-14.9343131867161	2.21388737813081e-34	1.22991307709821e-32	67.4856749782794
ITK	-3.26034649973529	-3.69095612398914	-2.82973687548144	4.83711293146734	-14.9300693575824	2.28156028666072e-34	1.26126450920722e-32	67.4557572358329
CHTF8	-1.09853228295938	-1.2438652267674	-0.95319933915137	6.20805827937688	-14.9049510161041	2.72667454416086e-34	1.49993832032221e-32	67.2786697873541
TLR5	2.60963330956723	2.26420441749378	2.95506220164067	7.3780311800603	14.8971306594985	2.8822596837955e-34	1.57779113031966e-32	67.223531656123
RAB32	1.75913009215826	1.52611173874794	1.99214844556859	7.50876601602513	14.8863980745744	3.11034593175486e-34	1.69438359447345e-32	67.1478578263598
MGA	-2.00799660542577	-2.27419983660617	-1.74179337424536	4.50384269094975	-14.874125827295	3.39336783090331e-34	1.83325247658435e-32	67.0613241877925
STOM	2.70724079047059	2.34833309530171	3.06614848563946	8.92986472257789	14.8739362066611	3.39793722268353e-34	1.83325247658435e-32	67.0599871092224
TTC3	-2.0621970389916	-2.33564150310996	-1.78875257487324	5.51986680961306	-14.8710907146553	3.46725063302749e-34	1.85758374062705e-32	67.0399224753786
TRIM44	-2.19085600669608	-2.48136752086052	-1.90034449253164	5.46005713798995	-14.8707298521403	3.47614137882445e-34	1.85758374062705e-32	67.0373778824566
PPP3CC	-1.91860792242297	-2.17322604336348	-1.66398980148245	3.67685647276884	-14.8586284878643	3.78787220002942e-34	2.01457354638532e-32	66.9520440576427
BCL2A1	3.89026552304762	3.37381008233893	4.4067209637563	7.48961545559296	14.8534790085364	3.92886563865706e-34	2.07970425457592e-32	66.9157308672306
MYL6	1.44872410393277	1.25623324824617	1.64121495961938	10.4678348016231	14.8408023890084	4.29873551114684e-34	2.26480797681173e-32	66.8263346668062
RGL4	3.39062501537114	2.94001040917197	3.84123962157032	8.41938154341206	14.8373484631565	4.40541878225135e-34	2.31016867170209e-32	66.8019766658613
LEF1	-4.24392563567927	-4.80806039698776	-3.67979087437078	5.11243943966834	-14.8342879033918	4.5021635496137e-34	2.34991996994255e-32	66.7803925273255
FNBP4	-1.72236129821009	-1.95150644968845	-1.49321614673172	5.56518935558291	-14.8216101292571	4.92607729872875e-34	2.55927960399695e-32	66.6909818496028
PEBP1	-2.29391926929692	-2.59923460736001	-1.98860393123383	4.50910039336683	-14.8153292181593	5.15066343054192e-34	2.66362880265168e-32	66.6466838643111
METT10D	-1.28115712176051	-1.45170880606805	-1.11060543745296	3.15054779865327	-14.8124938089163	5.25537775676885e-34	2.70531418286514e-32	66.6266859728987
IKZF2	-1.6001951142507	-1.81327456903059	-1.38711565947081	2.49691937254271	-14.8085713659021	5.40375778833289e-34	2.7689940593914e-32	66.5990209933761
MMP9	3.08832639486835	2.6768374803421	3.49981530939461	10.7873887984824	14.799493517146	5.76343417111863e-34	2.93987537583151e-32	66.534993470877
TXN	1.49954929541597	1.29968475436395	1.69941383646799	9.94218631994975	14.7947215546138	5.96201214627689e-34	3.02740725364341e-32	66.5013352309131
TH1L	-1.56321990555182	-1.77184124542125	-1.3545985656824	5.40774099518593	-14.775532641894	6.83208167357844e-34	3.45358651085123e-32	66.3659837938518
ESYT1	-2.78874643706583	-3.16108348111117	-2.41640939302049	6.41540474422613	-14.7691187107575	7.15036740671923e-34	3.59827009139925e-32	66.3207403227005
GPATCH1	-1.41314092338515	-1.60218880846932	-1.22409303830099	3.80778238946231	-14.7399309694097	8.79680579024719e-34	4.40704261509616e-32	66.1148395012898
CLK2	-0.96863580340196	-1.09828496353956	-0.838986643264363	6.97674500269849	-14.7323697232757	9.28197932011033e-34	4.60926494100852e-32	66.0614965230419
KCNA3	-2.03819741716947	-2.31100454710081	-1.76539028723813	3.67658366074874	-14.7323602374861	9.28260449712997e-34	4.60926494100852e-32	66.0614296019989
ZNF317	-1.34930538791177	-1.52991474013666	-1.16869603568687	4.45359307649246	-14.7316644779745	9.32857475855424e-34	4.61168572425091e-32	66.0565211012877
ZFP64	-1.39326333522549	-1.57985754816914	-1.20666912228184	3.35540703841709	-14.723695849315	9.87160515553819e-34	4.85873478313375e-32	66.0003025894699
ANKRD22	4.4274703627591	3.83393419402241	5.0210065314958	7.47594789871859	14.7092413228425	1.09386105591353e-33	5.36039684255966e-32	65.898322564317
ELP3	-1.87066417736835	-2.12175395680458	-1.61957439793212	3.7859358059799	-14.6909064752211	1.24596418344873e-33	6.07922176811374e-32	65.7689593583676
PTCH1	-1.22764432761765	-1.39248296174451	-1.06280569349078	2.51685356739698	-14.6857237209708	1.2926751864499e-33	6.27982724776656e-32	65.7323906409542
GTF3C2	-1.4209243837311	-1.61183887637162	-1.23000989109057	6.23241654503015	-14.6762083571585	1.38304373263153e-33	6.68987791706509e-32	65.6652502089483
TRIB2	-2.92076545507423	-3.3133152209218	-2.52821568922666	4.26294255632161	-14.6718122282506	1.42690278346168e-33	6.87240473648369e-32	65.6342304675866
CD28	-1.43339999972129	-1.62617366206672	-1.24062633737586	2.79285714837688	-14.6622797444429	1.52684500945547e-33	7.30025403018089e-32	65.5669664575607
PAQR8	-1.96954425733473	-2.23442551770193	-1.70466299696754	4.80473098495477	-14.662104464043	1.52874683398014e-33	7.30025403018089e-32	65.5657296099074
RRS1	-1.63743390064566	-1.85778162076174	-1.41708618052957	4.07658463345226	-14.653353126856	1.62677561616029e-33	7.73545591718255e-32	65.5039759222993
MAP4K1	-1.51650302566107	-1.72064419269417	-1.31236185862797	3.3023032311608	-14.6485449258603	1.6832866347784e-33	7.97039772805199e-32	65.4700462569284
FLT3LG	-1.78404252408123	-2.02448763852807	-1.5435974096344	3.35978954137688	-14.6309000742382	1.90802337637705e-33	8.99657072676607e-32	65.3455292160876
NOV	-2.04153890122969	-2.31670850326574	-1.76636929919364	2.75849231446734	-14.6298206970913	1.92270708150623e-33	9.02787400362463e-32	65.3379120157554
MPRIP	-1.63939475988935	-1.86067846452749	-1.41811105525122	5.65382214604523	-14.6088459143365	2.23158666641629e-33	1.04345273210515e-31	65.1898878082471
OGFOD1	-1.5874919185042	-1.80193196888201	-1.3730518681264	4.6853745941608	-14.5978004276418	2.41372153848285e-33	1.12393290891513e-31	65.1119337335166
MORC2	-1.76300116745938	-2.00133343555044	-1.52466889936833	3.63653664497487	-14.5865153489732	2.61517495203133e-33	1.21270633519403e-31	65.0322863945714
MRI1	-1.56576105595378	-1.7777509889931	-1.35377112291447	4.51427876267839	-14.5643815799358	3.06044633110801e-33	1.41334686122198e-31	64.8760649715175
HNRNPA3	-1.38698734118487	-1.5749660150683	-1.19900866730145	7.75736292365829	-14.5494211521828	3.403618254444e-33	1.56538541194142e-31	64.7704685491161
LDHB	-2.58653544033474	-2.93727006221486	-2.23580081845462	8.18144111017086	-14.5419147585487	3.59004852471363e-33	1.64438875691169e-31	64.7174841157854
FCAR	2.8503964722577	2.4636427409755	3.2371502035399	6.59073566901508	14.532909160073	3.82724149304761e-33	1.74590666808863e-31	64.6539161942497
CA4	3.2776376317549	2.83264267884891	3.72263258466089	7.06011261030653	14.5240471937299	4.0759501296239e-33	1.851834508285e-31	64.5913608317499
TIGD3	-1.85561634014006	-2.10773361300808	-1.60349906727204	3.31599648309045	-14.5133405802848	4.39809065508371e-33	1.99013602142538e-31	64.5157826813817
GIMAP5	-2.37204419912745	-2.69475026880728	-2.04933812944763	6.59149496710553	-14.4943065598404	5.03495772029889e-33	2.26916849546965e-31	64.3814168004528
KCTD7	-1.20801366434734	-1.37240789600508	-1.04361943268959	3.07197003683417	-14.4899561596994	5.19301827650266e-33	2.33104204395651e-31	64.350705466554
PPIL2	-1.75230248843838	-1.99079132156639	-1.51381365531036	5.45524620526131	-14.4884800943026	5.24776736203867e-33	2.34623288194414e-31	64.3402852254631
HLA-DOA	-2.55967042954062	-2.90843655952497	-2.21090429955627	4.72666812053266	-14.4720997888004	5.89549956680084e-33	2.62536889439044e-31	64.2246467698752
SUN1	-2.14328264396499	-2.43560759171679	-1.85095769621319	4.43578581954271	-14.4575720667665	6.53659398739783e-33	2.89935406033907e-31	64.1220835804034
KHDRBS1	-1.17255145394118	-1.33253061439885	-1.01257229348351	8.31254760830653	-14.4527435164494	6.76475663995787e-33	2.98874405565383e-31	64.0879941999234
CRTAM	-1.71764350621709	-1.95216468725693	-1.48312232517724	2.73758755598492	-14.4421801703017	7.29206732506557e-33	3.20908154987787e-31	64.0134162669484
APOL3	-2.48135497545659	-2.82022463351305	-2.14248531740012	4.93853177150251	-14.4390297973065	7.45714969139933e-33	3.26891147800325e-31	63.9911741307046
RNMT	-1.17606198736275	-1.33692482999852	-1.01519914472697	3.09798932019598	-14.4163817306301	8.75926420916521e-33	3.8247650955351e-31	63.8312713419546
FANCF	-1.26809934859524	-1.44175192023834	-1.09444677695214	3.04508942263317	-14.3997137756005	9.86072844479114e-33	4.28903467470722e-31	63.7135859732429
ETS1	-2.84476767278011	-3.23480671237672	-2.4547286331835	8.02988073210553	-14.3820410876437	1.11802875562794e-32	4.84421571260877e-31	63.5888029777837
LPXN	-2.04755070269188	-2.3286939360287	-1.76640746935506	7.5815040739799	-14.3611371263714	1.29709560449426e-32	5.59846418216714e-31	63.4412000889029
MTA1	-1.17363529571288	-1.33491702071684	-1.01235357070893	2.84145147123116	-14.3492698035698	1.41124007621394e-32	6.0677916227099e-31	63.3574028153737
FCRL3	-2.62032660818348	-2.98121124763846	-2.2594419687285	4.30759228620603	-14.3175539757517	1.76805739630571e-32	7.57295423715371e-31	63.1334447759473
STK39	-1.59418431647619	-1.81398693372011	-1.37438169923227	4.43993635547739	-14.3016936934862	1.97903357910504e-32	8.44437826034857e-31	63.0214454949645
GORASP2	-1.42243018907983	-1.61861434537089	-1.22624603278878	5.07997360117588	-14.2971287889816	2.04429756198851e-32	8.6898133487254e-31	62.9892094662538
PPP1R16B	-2.17910643313445	-2.47968101020345	-1.87853185606546	3.82677643492965	-14.2957846554666	2.06392161477576e-32	8.74012390981644e-31	62.9797175521963
DOCK9	-1.39365865457843	-1.58597228637456	-1.20134502278231	3.3272447721206	-14.2898656618791	2.15260386801605e-32	9.08139872438951e-31	62.9379190103308
REPS1	-1.71768459066386	-1.95478881672836	-1.48058036459937	4.50739412361809	-14.2851868159145	2.22539452272537e-32	9.3533248442038e-31	62.9048778948207
PRPS1	-1.65395459147199	-1.8824988781458	-1.42541030479818	5.64485034145729	-14.2703627365272	2.47267662413548e-32	1.03538720433016e-30	62.800191929315
FAM38A	-1.44010347391317	-1.63913535991638	-1.24107158790996	3.61033027848241	-14.2676628779314	2.52058637740428e-32	1.04767005607942e-30	62.7811256520557
NOL11	-1.51339526728011	-1.72255664508996	-1.30423388947026	4.34330604883417	-14.267657550196	2.52068183159368e-32	1.04767005607942e-30	62.7810880277791
IL23A	-3.40932248842717	-3.88057178727454	-2.9380731895798	8.36272737658794	-14.2658996760495	2.55237494267841e-32	1.05692810356963e-30	62.7686739719782
MRPS18B	-1.27613796172409	-1.45258695559388	-1.0996889678543	4.13295269560804	-14.2613369529915	2.63650957035866e-32	1.08480322548834e-30	62.7364520487407
ENOSF1	-1.34676403462745	-1.53298010274581	-1.1605479665091	3.43467171201005	-14.2612028407743	2.63902406485757e-32	1.08480322548834e-30	62.7355049467544
NOP56	-1.84857245685854	-2.10421132459804	-1.59293358911905	7.18073904878894	-14.2590762697553	2.67921760637797e-32	1.09730583864137e-30	62.7204870609181
MYCBP2	-1.54931533830533	-1.76360603763548	-1.33502463897517	7.68260811668844	-14.2566765863397	2.72530889481963e-32	1.11212423336967e-30	62.7035404110595
TCTN3	-1.12721509246358	-1.28322182970544	-0.971208355221727	2.70319199621608	-14.2477156931808	2.90454365842296e-32	1.18097061358052e-30	62.6402579066571
SEH1L	-1.07013381071989	-1.21831135054363	-0.921956270896154	2.77847582994472	-14.2409022426939	3.04867511590272e-32	1.23509863359785e-30	62.5921404386606
HVCN1	-2.68846348275911	-3.06120996747348	-2.31571699804473	6.3486759778392	-14.2223834954365	3.47760007314967e-32	1.4037995690966e-30	62.4613571478989
PRPF8	-1.4794454494916	-1.68459392599345	-1.27429697298974	6.39564946225628	-14.2204211861924	3.52644788054064e-32	1.4184157030619e-30	62.4474987845354
PABPC4	-1.97536992890056	-2.24945512861938	-1.70128472918174	4.95411862941206	-14.211654894748	3.75318510279839e-32	1.50422297227155e-30	62.3855885715929
GIMAP6	-2.43960995868067	-2.77846892225859	-2.10075099510275	6.05614052121106	-14.1965631539669	4.17821136443724e-32	1.66860811144892e-30	62.279005132445
ZNF827	-1.13194696538095	-1.28925748780297	-0.974636442958931	2.57185938237688	-14.1889450110942	4.41071483907414e-32	1.75521425262731e-30	62.2252025581245
EIF3A	-1.57100911841316	-1.78946101275703	-1.35255722406929	5.87084686361809	-14.1809292429595	4.66933750235177e-32	1.85156556365341e-30	62.1685914885856
GPRASP1	-1.41261705805742	-1.60906509313222	-1.21616902298263	2.81936640786432	-14.1794229313478	4.71960411703062e-32	1.86490835920133e-30	62.1579531854341
TTYH2	-1.53004606688936	-1.74291306547127	-1.31717906830745	3.72237571664824	-14.1735281172747	4.92157576456069e-32	1.93789204315439e-30	62.1163210547969
BMX	3.27176978487955	2.81641918850983	3.72712038124927	5.58912906924623	14.1683288073429	5.10688025457167e-32	2.00382553205606e-30	62.0796008019489
MAP1LC3B	1.39695900023809	1.20247599704403	1.59144200343216	8.38193671636683	14.1639311580603	5.26904987042501e-32	2.06025357651252e-30	62.0485422122929
RASGRP1	-3.2877107070042	-3.74552059591228	-2.82990081809612	6.13405868043216	-14.1608794609282	5.38460291516014e-32	2.09812548312247e-30	62.0269894244442
CD6	-2.10786592535154	-2.40140891424465	-1.81432293645844	3.76259863744221	-14.1596680056317	5.43117456258399e-32	2.1089495135404e-30	62.018433441497
LIMA1	-1.28345494094538	-1.46228340715781	-1.10462647473294	2.68606523570854	-14.1522591953397	5.72488504103799e-32	2.2153331010527e-30	61.9661081144187
NHP2L1	-1.67753021386835	-1.91141663527508	-1.44364379246162	5.39934158680905	-14.1431823685964	6.10646061085912e-32	2.35486944931481e-30	61.9020020297527
DCAF16	-1.22834168651681	-1.39962248085615	-1.05706089217746	3.4637708718191	-14.1413972355101	6.18444600807304e-32	2.37677579118478e-30	61.8893943004996
